COUNTY_FIPS,naics,PRIMARY_NAICS_CODE_12,SECONDARY_NAICS_CODE_12,COUNTY,FACILITY_NAME,FACILITY_ID
19139,311615,311611,311613,MUSCATINE,TYSON FRESH MEATS INC,1001703
20005,331512,331513,0,ATCHISON,BRADKEN ATCHISON/ST JOSEPH,1006487
20169,335121,335110,0,SALINE,Philips Lighting Co.,1010530
20175,325120,325193,0,SEWARD,ARKALON ETHANOL LLC,1006203
21007,322121,322110,0,Ballard,Wickliffe Paper Company,1007196
21091,331315,331314,0,HANCOCK,ALERIS ROLLED PRODUCTS INC,1006045
21099,326199,326140,0,HART,DART CONTAINER CORPORATION OF KENTUCKY,1003247
21111,335228,335222,0,JEFFERSON COUNTY,"Haier US Appliance Solutions, Inc.",1009577
22005,325194,325110,0,ASCENSION,WILLIAMS OLEFINS LLC - GEISMAR ETHYLENE PLANT,1002046
22005,325199,325110,0,ASCENSION,SHELL CHEMICAL CO - GEISMAR PLANT,1001936
22011,322130,322122,322121,BEAUREGARD,BOISE PACKAGING & NEWSPRINT LLC - DERIDDER PAPER MILL,1006256
22047,325211,325110,0,IBERVILLE,"Cos-Mar Company, Styrene Monomer Plant",1006565
22069,322130,322121,322110,NATCHITOCHES,International Paper - Red River Mill,1001733
22089,325199,325110,0,SAINT CHARLES,SHELL CHEMICAL LP - NORCO CHEMICAL PLANT WEST SITE,1006133
22095,325998,325110,0,ST. JOHN THE BAPTIST PARISH,DU PONT PONTCHARTRAIN WORKS,1001715
22125,322130,322121,0,WEST FELICIANA,"Hood Container of Louisiana, LLC",1002846
23031,336612,336611,0,YORK,PORTSMOUTH NAVAL SHIPYARD,1004698
24001,322121,322110,0,Allegany,Luke Paper Company,1001237
25009,325998,325992,0,ESSEX,"Rousselot Peabody, Inc.",1001068
26005,322130,322121,0,Allegan,"Otsego Paper, Inc.",1000248
26101,322130,322121,0,MANISTEE,PACKAGING CORPORATION OF AMERICA,1006367
26111,325199,325998,0,MIDLAND,Dow Corning Corporation - Midland Site,1002166
26125,336111,336112,0,OAKLAND,FCA Chrysler Technology Center,1005483
26145,331523,331524,0,SAGINAW,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,1002347
26161,336390,336350,0,WASHTENAW,WILLOW RUN POWERTRAIN PLANT,1005548
27053,331523,331529,0,HENNEPIN COUNTY,CONSOLIDATE PRECISION PRODUCTS - MINNEAPOLIS OPERATION,1002358
27085,334112,334118,0,MCLEOD COUNTY,Hutchinson Technology Inc.,1010902
27099,311611,311612,0,MOWER,HORMEL FOODS CORPORATION,1006347
27123,331222,331221,0,RAMSEY COUNTY,Gerdau Ameristeel: St. Paul Mill,1005298
28045,336414,336412,0,HANCOCK COUNTY,Rolls-Royce Stennis Outdoor Test Facility,1011113
28059,325199,325110,0,JACKSON,FIRST CHEMICAL CORP,1002589
28087,325180,325110,0,LOWNDES COUNTY,"KiOR Columbus, LLC",1011111
28095,325130,325180,0,MONROE COUNTY,TRONOX LLC,1005608
28121,335313,335311,0,RANKIN COUNTY,"Siemens Industry, Inc.",1010764
28149,322130,322121,322110,WARREN,International Paper - Vicksburg Mill,1000434
29095,332994,332992,0,JACKSON,ALLIANT LLC-LAKE CITY ARMY AMMUNITION PLANT,1001970
29183,336112,336111,0,ST. CHARLES COUNTY,General Motors LLC Wentzville,1004317
29187,327212,327213,0,SAINT FRANCOIS,FLAT RIVER GLASS COMPANY,1000789
31055,333413,333415,0,DOUGLAS,"NRG Energy Center Omaha, LLC",1004854
34033,325120,325199,0,SALEM,CHEMOURS CHAMBERS WORKS,1002618
36013,332114,332111,0,CHAUTAUQUA COUNTY,Special Metals Corporation,1011742
36029,331110,324199,0,ERIE,TONAWANDA COKE CORP,1006875
36085,322130,322121,0,RICHMOND COUNTY,"PRATT PAPER (NY), INC.",1004626
36111,327992,327999,0,ULSTER,NORTHEAST SOLITE CORPORATION,1006653
37083,322130,322121,0,Halifax,KapStone Paper and Packaging Corp,1000166
37087,322121,322110,322130,Haywood,Blue Ridge Paper Products Inc.,1000230
37097,311615,311613,0,IREDELL COUNTY,TYSON FARMS INCORPORATED HARMONY,1000016
37119,311225,311224,0,MECKLENBURG COUNTY,Cargill Inc,1005124
38049,311224,311225,0,MCHENRY,ARCHER DANIELS MIDLAND PROCESSING,1005940
39031,322130,322121,0,COSHOCTON,"WestRock CP, LLC",1003419
39087,325180,325194,0,LAWRENCE,"ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX",1007401
39089,331313,331318,0,LICKING COUNTY,KAISER ALUMINUM (0145010093),1007957
39093,336112,336111,0,LORAIN COUNTY,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,1000104
39135,336390,336330,336360,PREBLE COUNTY,"Neaton Auto Products Manufacturing, Inc.",1009879
39147,325193,325194,0,SENECA COUNTY,POET BIOREFINING,1006912
39151,332812,332991,0,STARK COUNTY,TIMKEN CO GAMBRINUS ROLLER PLANT,1003861
39153,311991,311942,0,SUMMIT COUNTY,CARGILL INC SALT DIV,1006625
39155,331110,324199,0,TRUMBULL,ARCELORMITTAL WARREN  (0278000648),1003380
39167,325211,325212,0,WASHINGTON,KRATON POLYMERS U S LLC,1000032
40095,331222,331110,331221,MARSHALL COUNTY,Mid American Steel & Wire,1004453
40123,327320,327310,0,PONTOTOC,HOLCIM INCORPORATED,1002204
40143,327390,327310,0,TULSA,"EAGLE MATERIALS, INC.",1007216
41043,322121,322110,0,LINN,CASCADE PACIFIC PULP HALSEY PULP MILL,1004017
41051,331523,331529,0,MULTNOMAH COUNTY,PCC STRUCTURALS INCâ??,1005968
42003,311422,311411,0,ALLEGHENY COUNTY,"BAY VALLEY FOODS, LLC",1004996
42003,331110,324199,0,Allegheny,US Steel (Clairton Coke),1000124
42003,331110,324199,0,Allegheny,Shenango Incorporated,1000235
42007,331410,331492,0,BEAVER,Horsehead Corp. Monaca Smelter,1004424
42015,321211,321219,0,BRADFORD,"JELD-WEN, inc.",1002559
42073,331492,331410,0,LAWRENCE COUNTY,INMETCO,1005752
42083,324110,324199,0,MCKEAN,INTERNATIONAL WAXES INC,1000193
42085,331210,331221,0,MERCER COUNTY,NLMK PENNSYLVANIA CORP,1006013
42091,311615,311613,0,MONTGOMERY COUNTY,"JBS SOUDERTON, INC. - RENDERING FACILITY",1004257
42095,332114,332111,0,NORTHAMPTON,LEHIGH HEAVY FORGE CORP/BETHLEHEM,1002976
42119,322130,322121,0,UNION COUNTY,NGC INDUSTRIES INC,1002887
45003,325199,325180,0,Aiken,SAVANNAH RIVER NUCLEAR SOLUTIONS LLC - SAVANNAH RIVER SITE,1007270
45007,327991,327993,0,ANDERSON COUNTY,"Owens Corning Vitrotex, LLC",1007952
45017,311612,311613,0,CALHOUN COUNTY,"Devro, Inc",1011309
45019,322130,322121,0,Charleston,KapStone Charleston Kraft LLC,1000426
45063,325220,325211,0,LEXINGTON COUNTY,SHAW INDUSTRIES GROUP INC. P LANT 8S,1007876
45063,325220,325211,0,LEXINGTON,DAK AMERICAS LLC COLUMBIA SITE,1009221
47009,331315,331313,0,BLOUNT,ALCOA INC.-NORTH PLANT,1002795
47029,311421,311422,0,COCKE COUNTY,ConAgra Foods Inc.,1002227
47107,325180,325130,0,MCMINN COUNTY,J.M. HUBER CORPORATION,1005340
47119,336112,336111,0,MAURY,General Motors Spring Hill Manufacturing,1010968
48067,322130,322121,322110,CASS COUNTY,International Paper - Texarkana Mill,1006668
48135,327390,327310,0,ECTOR,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,1006363
48167,325180,325194,0,GALVESTON,BP Amoco Chemical Company,1010447
48167,325199,325120,0,GALVESTON COUNTY,PRAXAIR TEXAS CITY,1006562
48183,325220,325211,0,GREGG,Westlake Longview Corp.,1011708
48241,322121,322130,0,JASPER COUNTY,"WESTROCK TEXAS, L.P.",1002305
48409,331315,331313,0,SAN PATRICIO,SHERWIN ALUMINA PLANT,1006900
49023,327320,327310,0,JUAB,Ash Grove Cement Company-LEAMINGTON,1002530
49035,336419,336415,0,SALT LAKE COUNTY,ATK Launch Systems Inc,1002570
49057,325199,325180,0,WEBER COUNTY,Compass Minerals Ogden Inc,1009764
51750,325998,325920,0,RADFORD,US ARMY RADFORD ARMY AMMUNITION PLANT,1001818
53031,322130,322121,0,JEFFERSON,PORT TOWNSEND PAPER CORP,1005732
54009,325199,325194,0,BROOKE COUNTY,Koppers Inc. Follansbee Plant,1001632
54051,325120,325180,325180,Marshall,Axiall Corporation - Natrium Plant,1000254
54103,325194,325110,0,WETZEL,COVESTRO,1006827
55071,331315,331314,0,MANITOWOC COUNTY,Skana Aluminum Company,1002751
55099,322121,322110,0,PRICE COUNTY,FLAMBEAU RIVER PAPERS LLC,1007644
55105,325199,325193,0,ROCK COUNTY,"UNITED ETHANOL, LLC",1006138
55115,322130,322121,0,SHAWANO COUNTY,Little Rapids - Shawano Paper Mill,1002871
56029,327420,327410,0,PARK,WYOMING LIME PRODUCERS,1006370
47157,311421,311423,311423,SHELBY COUNTY,Riviana Foods,1005655
6019,311511,311514,311514,FRESNO COUNTY,CALIFORNIA DAIRIES INC FRESNO,1005658
17179,325193,312140,312140,TAZEWELL,ILLINOIS CORN PROCESSING LLC,1004861
32003,322291,322121,322121,CLARK COUNTY,Clearwater Paper - Las Vegas,1004277
22017,322130,322110,322110,CADDO PARISH,Pratt Industries,1006994
34003,322121,322291,322291,BERGEN COUNTY,"MARCAL MANUFACTURING, LLC.",1004098
26025,325193,325193,325193,CALHOUN COUNTY,ANDERSONS ALBION ETHANOL LLC,1007933
29021,325199,325193,325193,BUCHANAN,ICM Biofuels LLC,1001678
39003,325199,325120,325120,ALLEN COUNTY,"LINDE GAS NORTH AMERICA LLC, LIMA II PLANT",1002043
26133,325314,325312,325312,OSCEOLA,Cargill Salt,1009702
51165,325414,325412,325411,ROCKINGHAM,MERCK SHARP & DOHME CORP - Stonewall Plant,1003595
21239,327215,327212,327212,WOODFORD COUNTY,OSRAM SYLVANIA,1005052
51155,327320,327390,327390,PULASKI,"James Hardie Building Products, Inc.",1012693
5125,327999,327992,327992,SALINE,Saint-Gobain Proppants (LR),1011316
5125,331314,331313,331313,SALINE COUNTY,Huber Specialty Hydrates,1012053
32003,331491,331410,331410,CLARK,Titanium Metals Corporation,1012167
21117,336320,336390,336390,KENTON COUNTY,"Mubea, Inc.",1012808
